SESTAT DATA DICTIONARY/FILE LAYOUT FOR EPCG23.DAT

SAS NAME          LENGTH   FORMAT   START    END     TYPE         LABEL
WAPRI              0002    $CHAR2.  01407    01408   Character    F_JOB_WRK_ACTIVITY_PRIMRY
WAPROD             0001    $CHAR1.  01409    01409   Character    F_JOB_WRK_ACTVTY_PRODUCTN
WAPRRD             0001    $CHAR1.  01410    01410   Character    F_JOB_WRK_ACTIVITY_PRIM_RSRCH_DEV_NEWRD
WAPRSM             0001    $CHAR1.  01411    01411   Character    F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY
WAPRSM2            0001    $CHAR1.  01412    01412   Character    F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY_NEWRD
WAPRSM3            0001    $CHAR1.  01413    01413   Character    F_JOB_WRK_ACTIVITY_PRIMRY_SUMRY_NEWRD_2
WAQM               0001    $CHAR1.  01414    01414   Character    F_JOB_WRK_ACTVTY_QUAL_MGT
WASALE             0001    $CHAR1.  01415    01415   Character    F_JOB_WRK_ACTVTY_SALES
WASCSM             0001    $CHAR1.  01416    01416   Character    F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY
WASCSM2            0001    $CHAR1.  01417    01417   Character    F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY_NEWRD
WASCSM3            0001    $CHAR1.  01418    01418   Character    F_JOB_WRK_ACTIVITY_SECONDARY_SUMRY_NEWRD_2
WASEC              0002    $CHAR2.  01419    01420   Character    F_JOB_WRK_ACTIVITY_SECONDARY
WASVC              0001    $CHAR1.  01421    01421   Character    F_JOB_WRK_ACTVTY_PROF_SERV
WATEA              0001    $CHAR1.  01422    01422   Character    F_JOB_WRK_ACTVTY_TEACH
WHITE              0001    $CHAR1.  01423    01423   Character    U_DEM_RACE_WHITE
WKSLYR             0007    7.0      01424    01430   Numeric      B_PRINCIPAL_JOB_LESS_THAN_52WKS
WKSWK              0007    7.0      01431    01437   Numeric      B_PRINCIPAL_JOB_WEEKS
WKSYR              0001    $CHAR1.  01438    01438   Character    B_PRINCIPAL_JOB_52_WEEKS
WKTRNI             0001    $CHAR1.  01439    01439   Character    G_JOB_TRAINING_WRK_RELTD_IND
WRKG               0001    $CHAR1.  01440    01440   Character    A_JOB_STATUS_EMPLOYED_IND
WRKGP              0001    $CHAR1.  01441    01441   Character    D_JOB_EMPLOYED_IND
WTRCHOC            0001    $CHAR1.  01442    01442   Character    G_JOB_TRAINING_REAS_CHG_OCCUPAT_DIF
WTREASN            0001    $CHAR1.  01443    01443   Character    G_JOB_TRAINING_PRIMARY_REASON
WTREM              0001    $CHAR1.  01444    01444   Character    G_JOB_TRAINING_REAS_EMPLR_REQ
WTRLIC             0001    $CHAR1.  01445    01445   Character    G_JOB_TRAINING_REAS_LICENSING
WTROPPS            0001    $CHAR1.  01446    01446   Character    G_JOB_TRAINING_REAS_OPPS_ADV_SALARY
WTROT              0001    $CHAR1.  01447    01447   Character    G_JOB_TRAINING_REAS_OTHR
WTRPERS            0001    $CHAR1.  01448    01448   Character    G_JOB_TRAINING_REAS_PERS
WTRSKL             0001    $CHAR1.  01449    01449   Character    G_JOB_TRAINING_REAS_ACQ_SKILL
WTSURVY            0015    15.4     01450    01464   Numeric      Z_WEIGHTING_FACTOR_SURVEY
